protocol,packet_length,packet_type,traffic_type,malware_indicators,anomaly_scores,alerts_warnings,attack_signature,action_taken,network_segment,log_source,hour,day,week_day,month,browser,device_os,severity_encoded,target
ICMP,1138,1,DNS,1,69,0,Known Pattern A,Ignored,Segment B,1,13,17,1,10,Mozilla,Windows,1,DDoS
TCP,1065,1,DNS,0,35,1,Known Pattern B,Blocked,Segment C,1,14,24,4,4,Mozilla,Windows,1,DDoS
ICMP,519,1,DNS,0,82,0,Known Pattern B,Logged,Segment C,1,7,13,4,1,Mozilla,Linux,1,DDoS
TCP,1487,1,HTTP,0,17,1,Known Pattern B,Ignored,Segment B,1,15,6,2,1,Mozilla,Linux,1,DDoS
TCP,1387,1,FTP,0,15,0,Known Pattern B,Blocked,Segment A,1,12,5,3,9,Mozilla,Windows,0,DDoS
ICMP,205,1,FTP,0,10,0,Known Pattern A,Blocked,Segment C,1,18,9,0,7,Mozilla,Windows,0,DDoS
TCP,465,1,DNS,0,38,0,Known Pattern B,Ignored,Segment A,1,17,21,0,2,Mozilla,Macintosh,1,DDoS
UDP,931,1,FTP,0,67,1,Known Pattern B,Blocked,Segment B,1,6,15,1,3,Mozilla,iPod,0,DDoS
UDP,253,1,FTP,1,24,0,Known Pattern A,Blocked,Segment B,1,7,27,0,8,Mozilla,Linux,0,DDoS
UDP,420,1,DNS,0,91,1,Known Pattern B,Blocked,Segment A,1,1,13,3,1,Mozilla,Macintosh,0,DDoS
UDP,613,1,DNS,0,41,0,Known Pattern B,Ignored,Segment C,1,14,15,6,5,Mozilla,Windows,1,DDoS
UDP,1263,1,HTTP,0,74,0,Known Pattern A,Blocked,Segment A,1,15,1,5,5,Mozilla,Windows,0,DDoS
TCP,1342,1,FTP,0,47,0,Known Pattern A,Logged,Segment C,1,7,23,2,3,Mozilla,Windows,1,DDoS
TCP,1070,1,FTP,1,85,1,Known Pattern A,Logged,Segment C,1,18,13,3,7,Mozilla,iPad,1,DDoS
UDP,1469,1,DNS,0,68,0,Known Pattern B,Ignored,Segment B,1,8,23,2,2,Mozilla,Linux,1,DDoS
TCP,1202,1,FTP,1,95,1,Known Pattern B,Logged,Segment A,1,12,15,5,8,Mozilla,iPod,0,DDoS
ICMP,586,1,DNS,0,79,1,Known Pattern B,Blocked,Segment A,1,23,25,1,7,Mozilla,Windows,0,DDoS
UDP,640,1,DNS,1,43,0,Known Pattern B,Ignored,Segment A,1,5,6,6,5,Mozilla,Windows,1,DDoS
TCP,1225,1,DNS,1,77,1,Known Pattern B,Blocked,Segment A,1,20,10,3,9,Mozilla,Windows,0,DDoS
UDP,928,1,FTP,0,63,1,Known Pattern B,Logged,Segment A,1,7,16,1,2,Mozilla,iPod,0,DDoS
UDP,1182,1,DNS,0,95,0,Known Pattern B,Ignored,Segment C,1,5,17,2,5,Mozilla,iPod,1,DDoS
UDP,244,1,FTP,0,77,0,Known Pattern A,Logged,Segment C,1,14,11,1,5,Mozilla,Linux,0,DDoS
ICMP,169,1,FTP,1,61,0,Known Pattern A,Ignored,Segment C,1,9,14,3,5,Mozilla,Windows,1,DDoS
ICMP,1188,1,DNS,0,15,0,Known Pattern A,Logged,Segment B,1,7,13,5,10,Mozilla,Linux,1,DDoS
ICMP,293,1,DNS,1,57,1,Known Pattern A,Blocked,Segment C,1,3,18,1,8,Mozilla,Windows,0,DDoS
UDP,1438,1,FTP,0,53,0,Known Pattern B,Logged,Segment A,1,10,24,3,1,Mozilla,Macintosh,1,DDoS
TCP,1421,1,DNS,0,64,1,Known Pattern B,Logged,Segment C,1,12,9,0,3,Mozilla,Macintosh,0,DDoS
ICMP,437,1,HTTP,1,3,0,Known Pattern B,Blocked,Segment A,1,5,13,6,11,Mozilla,Windows,0,DDoS
ICMP,554,1,DNS,0,73,0,Known Pattern B,Blocked,Segment C,1,12,16,3,9,Mozilla,Linux,2,DDoS
UDP,1046,1,DNS,0,10,0,Known Pattern B,Blocked,Segment C,1,9,18,5,3,Mozilla,Windows,2,DDoS
UDP,1174,1,DNS,0,94,0,Known Pattern B,Logged,Segment A,1,9,16,1,5,Mozilla,iPod,1,DDoS
ICMP,170,1,DNS,0,61,1,Known Pattern B,Ignored,Segment C,1,9,20,3,4,Mozilla,Windows,0,DDoS
UDP,1431,1,FTP,0,35,1,Known Pattern B,Logged,Segment A,1,11,5,4,1,Mozilla,Macintosh,0,DDoS
UDP,643,1,DNS,0,48,0,Known Pattern B,Blocked,Segment B,1,1,6,4,6,Mozilla,Windows,1,DDoS
ICMP,428,1,DNS,0,90,0,Known Pattern B,Blocked,Segment A,1,3,10,3,4,Mozilla,Macintosh,0,DDoS
UDP,68,1,FTP,0,32,0,Known Pattern A,Blocked,Segment C,1,9,27,5,11,Mozilla,Linux,0,DDoS
ICMP,536,1,DNS,0,62,0,Known Pattern A,Logged,Segment B,1,5,8,6,4,Mozilla,Linux,0,DDoS
ICMP,462,1,FTP,0,35,0,Known Pattern B,Ignored,Segment A,1,18,21,0,2,Mozilla,Windows,1,DDoS
ICMP,542,1,DNS,1,64,0,Known Pattern A,Logged,Segment B,1,1,5,5,3,Mozilla,Linux,0,DDoS
UDP,1268,1,HTTP,0,75,0,Known Pattern B,Ignored,Segment A,1,15,2,5,7,Mozilla,Macintosh,0,DDoS
TCP,1146,1,DNS,0,92,1,Known Pattern B,Blocked,Segment A,1,21,14,0,6,Opera,Windows,1,DDoS
UDP,974,1,HTTP,0,93,0,Known Pattern B,Logged,Segment A,1,19,7,1,9,Mozilla,Linux,0,DDoS
TCP,590,1,DNS,0,73,1,Known Pattern B,Ignored,Segment C,1,20,23,1,8,Mozilla,Windows,0,DDoS
TCP,1351,1,HTTP,0,20,0,Known Pattern A,Ignored,Segment B,1,4,27,5,5,Mozilla,Windows,1,DDoS
ICMP,1399,1,FTP,0,20,0,Known Pattern B,Ignored,Segment C,1,7,2,4,8,Mozilla,Windows,0,DDoS
ICMP,108,1,DNS,0,62,0,Known Pattern B,Blocked,Segment A,1,1,21,2,8,Mozilla,Linux,1,DDoS
ICMP,177,1,FTP,0,40,0,Known Pattern A,Ignored,Segment C,1,20,3,6,10,Mozilla,Windows,1,DDoS
ICMP,154,1,FTP,0,43,0,Known Pattern A,Ignored,Segment C,1,20,12,6,11,Mozilla,Windows,1,DDoS
ICMP,975,1,FTP,0,91,0,Known Pattern B,Logged,Segment A,1,19,10,1,7,Mozilla,Linux,0,DDoS
ICMP,861,1,FTP,0,41,0,Known Pattern A,Logged,Segment B,1,16,25,0,10,Mozilla,Windows,0,DDoS
UDP,979,1,DNS,0,91,1,Known Pattern A,Ignored,Segment C,1,20,18,3,3,Mozilla,iPhone,2,DDoS
ICMP,1396,1,DNS,1,15,0,Known Pattern B,Blocked,Segment C,1,6,3,3,11,Mozilla,Windows,0,DDoS
TCP,490,1,DNS,0,46,0,Known Pattern A,Ignored,Segment A,1,19,24,2,5,Mozilla,Windows,0,DDoS
UDP,729,1,HTTP,0,22,0,Known Pattern B,Blocked,Segment A,1,14,20,3,3,Mozilla,Windows,1,DDoS
ICMP,840,1,DNS,1,10,0,Known Pattern A,Logged,Segment A,1,3,8,0,10,Mozilla,Windows,1,DDoS
UDP,919,1,FTP,0,90,0,Known Pattern B,Ignored,Segment B,1,22,22,5,6,Mozilla,Linux,1,DDoS
UDP,277,1,DNS,0,52,1,Known Pattern A,Blocked,Segment B,1,8,18,4,9,Mozilla,Linux,1,DDoS
UDP,707,1,HTTP,0,65,0,Known Pattern B,Ignored,Segment B,1,17,3,3,2,Mozilla,Linux,0,DDoS
UDP,1273,1,HTTP,0,82,0,Known Pattern A,Blocked,Segment B,1,7,12,2,7,Mozilla,Macintosh,1,DDoS
TCP,1010,1,FTP,0,75,0,Known Pattern A,Ignored,Segment A,1,19,12,1,2,Mozilla,iPhone,0,DDoS
ICMP,110,1,FTP,0,21,0,Known Pattern A,Blocked,Segment C,1,12,7,6,2,Mozilla,Linux,1,DDoS
ICMP,521,1,DNS,0,86,0,Known Pattern B,Blocked,Segment C,1,8,16,3,1,Mozilla,Linux,1,DDoS
ICMP,180,1,FTP,0,49,0,Known Pattern B,Ignored,Segment C,1,20,5,6,10,Mozilla,Windows,1,DDoS
TCP,1362,1,DNS,0,75,0,Known Pattern B,Logged,Segment B,1,4,9,2,8,Mozilla,Windows,1,DDoS
ICMP,846,1,HTTP,1,7,0,Known Pattern B,Blocked,Segment C,1,4,9,0,9,Mozilla,iPod,1,DDoS
ICMP,482,1,FTP,0,42,0,Known Pattern B,Blocked,Segment A,1,19,24,2,4,Mozilla,Windows,0,DDoS
UDP,263,1,FTP,0,66,1,Known Pattern A,Blocked,Segment B,1,7,11,4,7,Mozilla,Macintosh,2,DDoS
TCP,474,1,DNS,0,53,0,Known Pattern A,Ignored,Segment A,1,10,21,2,6,Mozilla,Windows,0,DDoS
ICMP,927,1,FTP,0,82,0,Known Pattern A,Ignored,Segment B,1,20,16,5,9,Mozilla,Windows,0,DDoS
ICMP,149,1,FTP,0,41,0,Known Pattern B,Blocked,Segment C,1,18,14,5,9,Mozilla,Windows,1,DDoS
ICMP,1184,1,DNS,1,24,0,Known Pattern A,Blocked,Segment B,1,9,15,5,8,Mozilla,Linux,1,DDoS
ICMP,587,1,DNS,0,78,1,Known Pattern B,Ignored,Segment B,1,23,24,1,7,Mozilla,Windows,0,DDoS
TCP,664,1,DNS,0,25,0,Known Pattern B,Ignored,Segment B,1,12,1,0,10,Opera,Windows,0,DDoS
ICMP,480,1,FTP,0,34,0,Known Pattern B,Ignored,Segment B,1,13,26,3,6,Mozilla,Windows,0,DDoS
ICMP,79,1,FTP,0,18,0,Known Pattern A,Ignored,Segment C,1,11,18,4,10,Mozilla,iPhone,0,DDoS
UDP,1483,1,DNS,0,25,0,Known Pattern B,Ignored,Segment B,1,22,23,1,1,Mozilla,Linux,0,DDoS
ICMP,186,1,FTP,0,44,1,Known Pattern A,Ignored,Segment C,1,19,6,4,10,Mozilla,Windows,0,DDoS
UDP,1270,1,HTTP,0,61,0,Known Pattern B,Blocked,Segment A,1,13,21,3,8,Mozilla,Windows,0,DDoS
TCP,1257,1,HTTP,0,16,0,Known Pattern A,Ignored,Segment B,1,0,23,3,6,Mozilla,Linux,1,DDoS
UDP,686,1,HTTP,0,66,0,Known Pattern A,Ignored,Segment B,1,17,14,2,2,Opera,Windows,1,DDoS
TCP,1395,1,FTP,0,19,0,Known Pattern B,Blocked,Segment A,1,8,4,5,7,Mozilla,Windows,0,DDoS
UDP,680,1,DNS,0,67,0,Known Pattern B,Ignored,Segment B,1,17,14,1,5,Opera,Windows,0,DDoS
UDP,671,1,DNS,0,67,1,Known Pattern A,Ignored,Segment B,1,16,13,1,9,Opera,Linux,0,DDoS
ICMP,95,1,FTP,1,53,0,Known Pattern A,Blocked,Segment A,1,4,28,2,10,Mozilla,Linux,0,DDoS
ICMP,1194,1,DNS,1,21,0,Known Pattern A,Logged,Segment B,1,14,15,5,6,Mozilla,Windows,2,DDoS
TCP,662,1,DNS,1,16,0,Known Pattern B,Ignored,Segment C,1,12,7,1,9,Opera,Windows,0,DDoS
TCP,1340,1,FTP,0,19,0,Known Pattern A,Ignored,Segment B,1,14,23,2,6,Mozilla,Windows,1,DDoS
ICMP,974,1,HTTP,0,94,0,Known Pattern B,Ignored,Segment A,1,19,8,1,8,Mozilla,Linux,0,DDoS
UDP,1311,1,HTTP,0,67,1,Known Pattern A,Ignored,Segment A,1,12,10,1,5,Mozilla,Windows,1,DDoS
UDP,1266,1,HTTP,0,75,0,Known Pattern A,Blocked,Segment A,1,15,2,5,6,Mozilla,Windows,0,DDoS
TCP,1246,1,DNS,0,84,0,Known Pattern B,Blocked,Segment B,1,10,6,1,9,Mozilla,Windows,0,DDoS
UDP,725,1,HTTP,0,23,0,Known Pattern B,Blocked,Segment A,1,15,14,4,5,Mozilla,Windows,1,DDoS
ICMP,858,1,DNS,0,49,0,Known Pattern A,Logged,Segment A,1,8,24,1,6,Mozilla,Windows,1,DDoS
ICMP,721,1,HTTP,0,32,1,Known Pattern B,Blocked,Segment B,1,15,2,2,11,Mozilla,Linux,0,DDoS
UDP,1336,1,HTTP,0,64,1,Known Pattern B,Logged,Segment B,1,13,18,0,4,Mozilla,Windows,1,DDoS
TCP,1343,1,FTP,0,73,0,Known Pattern B,Blocked,Segment B,1,15,11,1,4,Mozilla,Linux,1,DDoS
UDP,932,1,HTTP,1,19,1,Known Pattern B,Ignored,Segment C,1,9,17,1,5,Mozilla,iPod,1,DDoS
UDP,1270,1,HTTP,0,76,0,Known Pattern B,Ignored,Segment A,1,7,13,2,8,Mozilla,Windows,0,DDoS
TCP,1257,1,FTP,0,3,0,Known Pattern B,Ignored,Segment A,1,14,3,2,8,Mozilla,Linux,0,DDoS
TCP,758,1,FTP,0,60,0,Known Pattern B,Blocked,Segment B,1,16,20,2,4,Mozilla,Linux,0,DDoS
ICMP,366,1,DNS,1,53,1,Known Pattern A,Logged,Segment B,1,17,25,3,6,Mozilla,Windows,0,DDoS
TCP,1038,1,DNS,0,11,1,Known Pattern B,Ignored,Segment C,1,15,10,0,9,Mozilla,Macintosh,1,DDoS
UDP,917,1,FTP,0,92,0,Known Pattern B,Ignored,Segment B,1,22,23,5,6,Mozilla,iPhone,1,DDoS
UDP,1139,1,DNS,1,64,0,Known Pattern A,Blocked,Segment B,1,13,16,1,10,Mozilla,Linux,1,DDoS
UDP,270,1,DNS,0,26,1,Known Pattern A,Blocked,Segment B,1,4,14,1,9,Mozilla,Linux,1,DDoS
TCP,179,1,DNS,1,59,1,Known Pattern B,Ignored,Segment C,1,16,10,5,8,Mozilla,Windows,0,DDoS
ICMP,161,1,FTP,0,45,0,Known Pattern A,Ignored,Segment C,1,11,17,3,1,Mozilla,Windows,1,DDoS
ICMP,299,1,DNS,1,26,0,Known Pattern A,Blocked,Segment B,1,13,11,3,11,Opera,Windows,1,DDoS
TCP,831,1,DNS,0,79,0,Known Pattern A,Blocked,Segment C,1,19,25,5,7,Mozilla,Windows,0,DDoS
ICMP,859,1,FTP,1,94,0,Known Pattern B,Ignored,Segment A,1,22,10,4,11,Mozilla,Windows,1,DDoS
ICMP,263,1,DNS,0,67,1,Known Pattern A,Blocked,Segment C,1,19,11,1,8,Mozilla,Macintosh,0,DDoS
ICMP,174,1,FTP,0,50,0,Known Pattern A,Ignored,Segment C,1,20,7,6,11,Mozilla,Windows,1,DDoS
ICMP,833,1,HTTP,0,21,0,Known Pattern A,Ignored,Segment C,1,15,15,0,10,Mozilla,Macintosh,0,DDoS
UDP,465,1,HTTP,1,20,0,Known Pattern B,Blocked,Segment A,1,8,24,4,8,Mozilla,Windows,1,DDoS
TCP,1354,1,FTP,1,4,1,Known Pattern A,Logged,Segment B,1,5,26,5,8,Mozilla,Windows,1,DDoS
TCP,663,1,DNS,0,23,0,Known Pattern B,Ignored,Segment B,1,13,1,0,10,Opera,Windows,0,DDoS
ICMP,835,1,FTP,1,21,0,Known Pattern A,Blocked,Segment A,1,8,8,0,10,Mozilla,Windows,1,DDoS
TCP,1398,1,DNS,0,86,0,Known Pattern B,Blocked,Segment B,1,19,3,4,7,Mozilla,Windows,1,DDoS
UDP,1128,1,DNS,0,39,0,Known Pattern A,Blocked,Segment A,1,6,10,5,9,Mozilla,Linux,2,DDoS
UDP,1445,1,FTP,0,52,0,Known Pattern B,Ignored,Segment C,1,11,25,2,2,Mozilla,Linux,1,DDoS
UDP,736,1,DNS,0,84,0,Known Pattern B,Ignored,Segment B,1,9,7,1,5,Mozilla,Linux,0,DDoS
TCP,1433,1,FTP,0,39,1,Known Pattern B,Logged,Segment A,1,11,11,4,1,Mozilla,Macintosh,0,DDoS
ICMP,539,1,DNS,0,62,0,Known Pattern A,Logged,Segment B,1,1,5,5,3,Mozilla,Windows,0,DDoS
ICMP,1141,1,DNS,0,41,0,Known Pattern A,Blocked,Segment B,1,5,9,5,10,Mozilla,Linux,1,DDoS
UDP,151,1,DNS,0,41,0,Known Pattern A,Ignored,Segment C,1,17,14,5,7,Mozilla,Windows,1,DDoS
ICMP,346,1,DNS,0,9,1,Known Pattern B,Ignored,Segment A,1,22,10,1,10,Mozilla,Windows,0,DDoS
TCP,1313,1,FTP,0,57,1,Known Pattern A,Blocked,Segment B,1,8,29,1,3,Mozilla,Linux,0,DDoS
ICMP,903,1,HTTP,1,13,1,Known Pattern B,Logged,Segment C,1,10,10,2,10,Mozilla,Macintosh,0,DDoS
UDP,268,1,FTP,0,37,0,Known Pattern A,Blocked,Segment B,1,7,23,3,9,Mozilla,Windows,1,DDoS
TCP,1258,1,DNS,0,16,0,Known Pattern B,Logged,Segment A,1,0,23,3,5,Mozilla,Linux,2,DDoS
TCP,1132,1,DNS,1,43,0,Known Pattern A,Ignored,Segment C,1,6,11,5,10,Mozilla,Windows,1,DDoS
TCP,1426,1,FTP,0,45,1,Known Pattern B,Logged,Segment C,1,5,13,2,6,Mozilla,Macintosh,0,DDoS
TCP,710,1,FTP,0,62,0,Known Pattern B,Blocked,Segment B,1,17,3,1,4,Mozilla,Linux,0,DDoS
UDP,1430,1,FTP,0,75,0,Known Pattern B,Logged,Segment C,1,12,22,3,7,Mozilla,Macintosh,1,DDoS
UDP,630,1,DNS,0,43,0,Known Pattern B,Ignored,Segment A,1,15,13,4,5,Mozilla,Windows,1,DDoS
UDP,1496,1,HTTP,0,45,0,Known Pattern B,Ignored,Segment C,1,11,23,4,3,Mozilla,Linux,0,DDoS
ICMP,93,1,FTP,0,67,0,Known Pattern A,Blocked,Segment A,1,13,7,5,11,Mozilla,Linux,0,DDoS
ICMP,162,1,FTP,0,38,1,Known Pattern A,Ignored,Segment C,1,13,16,3,3,Mozilla,Windows,1,DDoS
ICMP,171,1,FTP,0,35,1,Known Pattern A,Blocked,Segment C,1,14,15,3,2,Mozilla,Windows,0,DDoS
TCP,474,1,DNS,0,52,0,Known Pattern B,Ignored,Segment A,1,10,21,2,7,Mozilla,Windows,0,DDoS
UDP,295,1,HTTP,0,45,1,Known Pattern A,Logged,Segment B,1,4,9,2,7,Opera,Linux,2,DDoS
TCP,940,1,DNS,0,34,0,Known Pattern B,Logged,Segment A,1,6,20,4,7,Mozilla,iPhone,0,DDoS
UDP,1274,1,HTTP,0,87,1,Known Pattern A,Blocked,Segment B,1,2,5,2,8,Mozilla,Macintosh,0,DDoS
TCP,640,1,DNS,0,54,0,Known Pattern B,Logged,Segment B,1,2,10,2,8,Mozilla,Windows,1,DDoS
TCP,1077,1,DNS,0,16,0,Known Pattern B,Blocked,Segment C,1,13,9,5,5,Mozilla,Windows,2,DDoS
ICMP,470,1,DNS,0,45,0,Known Pattern B,Ignored,Segment A,1,13,19,0,3,Mozilla,Macintosh,1,DDoS
ICMP,479,1,DNS,0,55,0,Known Pattern B,Ignored,Segment A,1,8,18,1,4,Mozilla,Macintosh,0,DDoS
UDP,636,1,DNS,0,56,0,Known Pattern B,Blocked,Segment B,1,6,14,0,9,Mozilla,Windows,1,DDoS
TCP,1288,1,HTTP,0,19,0,Known Pattern B,Logged,Segment B,1,11,8,1,6,Mozilla,Linux,0,DDoS
TCP,1393,1,FTP,0,2,0,Known Pattern B,Ignored,Segment A,1,13,19,4,6,Mozilla,Windows,1,DDoS
TCP,1428,1,DNS,0,59,1,Known Pattern B,Ignored,Segment C,1,12,15,1,2,Mozilla,Macintosh,1,DDoS
TCP,691,1,HTTP,1,58,0,Known Pattern A,Ignored,Segment B,1,19,19,2,3,Opera,Windows,0,DDoS
TCP,423,1,HTTP,0,4,0,Known Pattern B,Blocked,Segment A,1,9,16,5,8,Mozilla,Macintosh,1,DDoS
TCP,1425,1,FTP,0,66,0,Known Pattern B,Logged,Segment A,1,8,10,1,3,Mozilla,Macintosh,1,DDoS
ICMP,163,1,FTP,1,72,0,Known Pattern A,Ignored,Segment C,1,2,22,2,1,Mozilla,Windows,1,DDoS
TCP,1342,1,HTTP,0,71,0,Known Pattern B,Blocked,Segment B,1,15,11,0,4,Mozilla,Windows,1,DDoS
TCP,647,1,DNS,0,73,0,Known Pattern B,Blocked,Segment B,1,2,23,0,6,Mozilla,Windows,1,DDoS
TCP,1426,1,FTP,0,32,0,Known Pattern B,Blocked,Segment A,1,10,3,5,2,Mozilla,Windows,0,DDoS
TCP,1410,1,FTP,0,6,0,Known Pattern B,Ignored,Segment C,1,7,15,4,8,Mozilla,Windows,1,DDoS
TCP,595,1,DNS,0,48,1,Known Pattern B,Ignored,Segment C,1,6,18,5,9,Mozilla,Windows,1,DDoS
UDP,250,1,FTP,0,79,1,Known Pattern A,Blocked,Segment B,1,5,6,4,6,Mozilla,Macintosh,2,DDoS
TCP,714,1,HTTP,0,24,0,Known Pattern B,Ignored,Segment A,1,11,30,4,10,Mozilla,Linux,0,DDoS
TCP,1071,1,DNS,0,20,1,Known Pattern B,Ignored,Segment C,1,16,19,4,3,Mozilla,Windows,2,DDoS
TCP,695,1,HTTP,1,50,0,Known Pattern A,Ignored,Segment C,1,21,23,3,4,Opera,Windows,0,DDoS
TCP,1397,1,DNS,0,13,0,Known Pattern B,Blocked,Segment A,1,9,10,5,6,Mozilla,Windows,0,DDoS
UDP,1276,1,HTTP,0,85,1,Known Pattern A,Blocked,Segment B,1,8,3,4,9,Mozilla,Windows,0,DDoS
ICMP,594,1,DNS,0,64,0,Known Pattern B,Blocked,Segment A,1,4,28,3,7,Mozilla,Windows,2,DDoS
UDP,270,1,FTP,0,28,1,Known Pattern A,Blocked,Segment B,1,5,15,1,9,Mozilla,Windows,1,DDoS
UDP,1146,1,DNS,0,86,0,Known Pattern B,Logged,Segment A,1,21,14,0,7,Mozilla,iPod,1,DDoS
UDP,1270,1,HTTP,0,85,0,Known Pattern A,Blocked,Segment B,1,7,2,3,6,Mozilla,Macintosh,1,DDoS
UDP,641,1,DNS,0,63,0,Known Pattern B,Blocked,Segment B,1,6,17,0,9,Mozilla,Windows,1,DDoS
ICMP,933,1,DNS,1,38,0,Known Pattern A,Ignored,Segment C,1,9,22,2,6,Mozilla,Linux,1,DDoS
TCP,1437,1,DNS,1,51,1,Known Pattern B,Ignored,Segment C,1,10,24,2,2,Mozilla,Macintosh,0,DDoS
ICMP,145,1,FTP,0,39,0,Known Pattern A,Blocked,Segment B,1,19,13,6,10,Mozilla,Linux,2,DDoS
UDP,999,1,FTP,0,74,1,Known Pattern A,Blocked,Segment A,1,13,28,4,4,Opera,Linux,0,DDoS
TCP,723,1,FTP,0,79,0,Known Pattern B,Blocked,Segment B,1,4,21,1,2,Mozilla,Linux,0,DDoS
TCP,1059,1,FTP,1,83,1,Known Pattern B,Logged,Segment B,1,17,6,3,9,Mozilla,Linux,1,DDoS
TCP,1442,1,DNS,0,46,1,Known Pattern B,Logged,Segment B,1,9,20,2,1,Mozilla,Macintosh,1,DDoS
ICMP,283,1,DNS,0,45,0,Known Pattern A,Blocked,Segment B,1,18,17,3,8,Opera,Linux,0,DDoS
TCP,878,1,HTTP,0,29,0,Known Pattern B,Ignored,Segment C,1,13,21,1,9,Mozilla,Windows,1,DDoS
ICMP,516,1,DNS,0,71,0,Known Pattern A,Logged,Segment B,1,19,23,3,5,Mozilla,Windows,1,DDoS
ICMP,107,1,FTP,0,64,0,Known Pattern B,Blocked,Segment A,1,14,6,5,6,Mozilla,Linux,0,DDoS
UDP,936,1,DNS,1,25,0,Known Pattern A,Ignored,Segment B,1,9,23,1,4,Mozilla,Macintosh,1,DDoS
TCP,1375,1,FTP,0,2,0,Known Pattern B,Blocked,Segment A,1,18,13,1,11,Mozilla,Windows,0,DDoS
TCP,723,1,HTTP,0,19,0,Known Pattern A,Ignored,Segment A,1,13,26,5,4,Mozilla,Linux,0,DDoS
ICMP,924,1,FTP,0,77,0,Known Pattern A,Ignored,Segment B,1,12,19,2,3,Mozilla,Windows,0,DDoS
UDP,730,1,DNS,0,48,0,Known Pattern B,Ignored,Segment B,1,14,10,1,8,Mozilla,Linux,1,DDoS
UDP,116,1,DNS,1,76,0,Known Pattern B,Blocked,Segment A,1,0,26,1,7,Mozilla,Linux,1,DDoS
TCP,1041,1,FTP,0,78,0,Known Pattern A,Ignored,Segment A,1,19,6,2,8,Mozilla,iPad,0,DDoS
TCP,471,1,DNS,0,51,0,Known Pattern B,Ignored,Segment A,1,11,23,3,8,Mozilla,Macintosh,0,DDoS
ICMP,838,1,DNS,1,77,1,Known Pattern A,Logged,Segment C,1,8,4,2,3,Mozilla,Windows,1,DDoS
TCP,900,1,FTP,1,17,1,Known Pattern B,Ignored,Segment C,1,8,13,3,8,Mozilla,Windows,0,DDoS
TCP,473,1,DNS,0,12,0,Known Pattern A,Ignored,Segment C,1,8,23,4,5,Mozilla,Macintosh,1,DDoS
TCP,160,1,DNS,1,82,0,Known Pattern B,Ignored,Segment C,1,13,26,3,6,Mozilla,Windows,0,DDoS
ICMP,577,1,DNS,0,52,1,Known Pattern B,Blocked,Segment C,1,23,22,3,8,Mozilla,Windows,1,DDoS
ICMP,848,1,DNS,0,57,0,Known Pattern A,Logged,Segment A,1,5,22,3,3,Mozilla,Windows,0,DDoS
UDP,1468,1,DNS,0,69,0,Known Pattern B,Ignored,Segment C,1,8,23,2,2,Mozilla,Linux,1,DDoS
ICMP,871,1,HTTP,1,77,0,Known Pattern A,Logged,Segment A,1,19,6,3,11,Mozilla,Macintosh,1,DDoS
TCP,633,1,DNS,0,51,0,Known Pattern B,Ignored,Segment C,1,10,14,2,7,Mozilla,Windows,1,DDoS
UDP,904,1,FTP,1,33,1,Known Pattern B,Ignored,Segment C,1,10,15,4,9,Mozilla,iPod,0,DDoS
ICMP,833,1,DNS,0,84,0,Known Pattern A,Ignored,Segment A,1,21,7,1,5,Mozilla,Windows,1,DDoS
TCP,1075,1,DNS,0,20,1,Known Pattern B,Blocked,Segment C,1,15,16,4,4,Mozilla,Windows,2,DDoS
TCP,1475,1,HTTP,0,23,1,Known Pattern B,Ignored,Segment C,1,11,6,2,1,Mozilla,Linux,1,DDoS
TCP,999,1,FTP,0,37,0,Known Pattern B,Logged,Segment A,1,14,27,0,9,Mozilla,Android,1,DDoS
TCP,1031,1,DNS,0,71,0,Known Pattern A,Logged,Segment B,1,20,14,3,8,Mozilla,Linux,0,DDoS
UDP,1496,1,DNS,0,43,0,Known Pattern B,Ignored,Segment C,1,11,21,4,3,Mozilla,Linux,1,DDoS
TCP,1341,1,HTTP,0,70,0,Known Pattern B,Logged,Segment B,1,15,12,0,4,Mozilla,Windows,1,DDoS
ICMP,822,1,DNS,0,78,0,Known Pattern A,Logged,Segment C,1,16,5,1,1,Mozilla,Windows,1,DDoS
ICMP,838,1,HTTP,0,11,0,Known Pattern A,Ignored,Segment C,1,8,13,0,10,Mozilla,Macintosh,1,DDoS
ICMP,847,1,HTTP,0,29,0,Known Pattern A,Blocked,Segment C,1,6,26,3,1,Mozilla,Macintosh,0,DDoS
UDP,738,1,FTP,0,93,0,Known Pattern B,Ignored,Segment B,1,3,8,1,6,Mozilla,Windows,0,DDoS
UDP,719,1,HTTP,0,28,0,Known Pattern B,Blocked,Segment A,1,11,24,3,10,Mozilla,Windows,0,DDoS
UDP,97,1,DNS,0,53,0,Known Pattern A,Blocked,Segment A,1,2,15,4,7,Mozilla,Linux,1,DDoS
ICMP,128,1,DNS,1,75,0,Known Pattern B,Blocked,Segment A,1,8,27,2,9,Mozilla,Linux,1,DDoS
ICMP,372,1,DNS,0,41,1,Known Pattern A,Blocked,Segment A,1,19,22,3,8,Mozilla,Windows,0,DDoS
UDP,144,1,FTP,1,84,0,Known Pattern B,Blocked,Segment A,1,20,29,4,9,Mozilla,Linux,1,DDoS
UDP,684,1,FTP,1,77,0,Known Pattern A,Ignored,Segment B,1,15,12,2,2,Opera,Windows,1,DDoS
